City_ID,City,Country,Max Temp,Current Description,Lat,Lon,Hotel Name
845,lahat,ID,73.24,overcast clouds,-3.8,103.5333,Hotel Grand Zuri Lahat by ZHM
847,tuy hoa,VN,75.79,broken clouds,13.0833,109.3,CenDeluxe Hotel Tuy Hoa
850,ilhabela,BR,80.67,clear sky,-23.7781,-45.3581,Ilha Flat Hotel
851,vavuniya,LK,74.35,scattered clouds,8.7514,80.4971,Thampa Hotel
856,santa marta,CO,90.0,overcast clouds,11.2408,-74.199,Casa de Isabella
866,nizamabad,IN,80.89,broken clouds,18.6667,78.1167,Womens Hostel
867,kpandu,GH,88.14,broken clouds,6.9954,0.2931,Emo House
872,waingapu,ID,76.84,clear sky,-9.6567,120.2641,Pondok Wisata Elim
873,buraydah,SA,84.2,clear sky,26.326,43.975,فندق راحة السلام
878,sawakin,SD,77.47,clear sky,19.1059,37.3321,فندق الدويم
879,barranca,PE,73.67,overcast clouds,-10.75,-77.7667,El Olivar Hospedaje
880,papetoai,PF,78.8,broken clouds,-17.4961,-149.8729,Fare Vaihere
884,tambun,ID,81.0,scattered clouds,-6.2641,107.0712,@HOM Premiere Tambun
885,bandar-e lengeh,IR,82.4,clear sky,26.5579,54.8807,کافی نت پارس
887,kiunga,PG,72.57,moderate rain,-6.1219,141.2906,Airport Lodge Kiunga
889,tabou,CI,82.2,overcast clouds,4.423,-7.3528,hotêl doufoulougou
891,agadez,NE,88.86,clear sky,19.75,10.25,
896,la romana,DO,84.2,broken clouds,18.4273,-68.9728,Casa de Campo Resort and Villas
897,dzaoudzi,YT,78.8,clear sky,-12.7887,45.2699,Le Rocher
899,banjar,ID,80.6,few clouds,-8.19,114.9675,The Hamsa Resort
902,bowen,AU,75.2,scattered clouds,-20.0167,148.2333,Castle Motor Lodge Motel
904,impfondo,CG,74.25,light rain,1.6381,18.0667,Préfecture de la Likouala
905,santana do livramento,BR,89.19,overcast clouds,-30.8908,-55.5328,Hotel Emirates
908,saint simons,US,75.2,clear sky,31.1352,-81.3901,Holiday Inn Express Saint Simons Island
910,birao,CF,87.51,scattered clouds,10.2849,22.7882,
911,mahendranagar,NP,74.39,clear sky,28.9167,80.3333,Agan Cottage
912,loandjili,CG,84.2,few clouds,-4.7561,11.8578,Résidence ARCHANGE
914,payo,ID,72.82,overcast clouds,-3.7508,103.6372,Mess keban agung
918,pokaran,IN,83.59,clear sky,26.9167,71.9167,Motel Pokaran - RTDC
921,kuah,MY,77.0,few clouds,6.3265,99.8432,Azio Hotel
923,dicabisagan,PH,75.74,broken clouds,17.0818,122.4157,Nancy Montanes Bernardo
924,eirunepe,BR,88.36,overcast clouds,-6.6603,-69.8736,Atrás de você
925,lufkin,US,71.01,clear sky,31.3382,-94.7291,Courtyard by Marriott Lufkin
926,jacareacanga,BR,89.22,overcast clouds,-6.2222,-57.7528,Casa do Ian😎
929,bac lieu,VN,81.52,few clouds,9.285,105.7244,Khách sạn Sài Gòn Bạc Liêu
931,bintulu,MY,78.8,scattered clouds,3.1667,113.0333,900 Boutique INN
932,jamame,SO,82.76,overcast clouds,0.0722,42.7506,
936,padang,ID,77.0,scattered clouds,-0.9492,100.3543,Mercure Padang
938,pandan,PH,78.19,overcast clouds,14.0453,124.1694,Bonifacio Lodge
939,dakar,SN,73.4,clear sky,14.6937,-17.4441,Redface Studios Meublés
941,perth,AU,75.99,light rain,-31.9333,115.8333,Beatty Lodge
947,santo tomas,PH,81.0,few clouds,14.1079,121.1414,Microtel by Wyndham Batangas
948,ciudad bolivar,VE,86.2,overcast clouds,8.1222,-63.5497,Hotel Edi
950,new iberia,US,80.01,scattered clouds,30.0035,-91.8187,La Quinta Inn & Suites by Wyndham New Iberia
952,la asuncion,VE,84.2,overcast clouds,11.0333,-63.8628,Colinas de Matasiete
957,chabahar,IR,78.51,clear sky,25.2919,60.643,هتل گدروشیا
961,trairi,BR,86.02,broken clouds,-3.2778,-39.2689,janelas do mar
968,kikwit,CD,74.28,overcast clouds,-5.041,18.8162,Guest L'Amour
969,virginia beach,US,75.0,scattered clouds,36.8529,-75.97800000000001,Hilton Virginia Beach Oceanfront
970,caxito,AO,86.0,scattered clouds,-8.5785,13.6643,
974,maceio,BR,86.0,broken clouds,-9.6658,-35.7353,Poutur Pousada
975,namibe,AO,79.32,few clouds,-15.1961,12.1522,Hotel Chik Chik Namibe
978,aquiraz,BR,89.6,few clouds,-3.9014,-38.3911,Pousada Rua Camurupim
980,samarai,PG,80.47,overcast clouds,-10.6167,150.6667,Nuli Sapi
985,ixtapa,MX,80.6,clear sky,20.7,-105.2,Hotel Plaza Providencia
986,keti bandar,PK,80.53,clear sky,24.1447,67.4497,Haji laloo memon house
994,muli,MV,82.94,broken clouds,2.9167,73.5667,Medhufushi Island Resort
995,kanniyakumari,IN,82.56,clear sky,8.0833,77.5667,Sparsa
997,oranjestad,AW,86.0,broken clouds,12.524000000000001,-70.027,Divi Village Golf & Beach Resort
998,pemangkat,ID,78.69,broken clouds,1.1667,108.9667,Kost H.Syamsuddin
1001,guisa,CU,86.0,scattered clouds,20.255,-76.5386,
1002,lethem,GY,89.08,overcast clouds,3.3803,-59.7968,Savannah Inn
1004,bam,IR,78.51,scattered clouds,29.105999999999998,58.357,Bam Tourist Hotel
1005,placido de castro,BR,73.63,overcast clouds,-10.3353,-67.1856,Hotel Carioca
1007,luwuk,ID,78.21,overcast clouds,-0.9516,122.7875,Hotel Santika Luwuk
1008,sao felix do xingu,BR,87.51,overcast clouds,-6.6447,-51.995,Rio Xingu Camping
1009,belmonte,BR,84.2,scattered clouds,-15.8631,-38.8828,Pousada Monte Carmelo O Pão
1010,san pedro,PH,81.0,few clouds,14.35,121.0167,OYO 412 Viewfort Venue
1014,grenada,ES,70.0,few clouds,37.1882,-3.6067,HOTEL REINA CRISTINA
1015,mityana,UG,75.2,few clouds,0.4175,32.0228,Green Valley Hotel
1016,nhulunbuy,AU,78.8,overcast clouds,-12.2333,136.7667,East Arnhem Real Estate
1019,cabedelo,BR,78.8,broken clouds,-6.9811,-34.8339,Hotel Pigalle
1020,chaman,PK,72.41,few clouds,30.9236,66.4512,Niamat parda Center chaman
1024,gizo,SB,78.82,light rain,-8.103,156.8419,Imagination Island
1026,banyo,CM,81.32,overcast clouds,6.75,11.8167,Motel JOMBA
1027,atambua,ID,71.38,broken clouds,-9.1061,124.8925,Pastori 1 Jemaat Polycarpus
1029,phayao,TH,74.46,broken clouds,19.25,100.25,chuthagarden
1034,marechal candido rondon,BR,86.58,clear sky,-24.5561,-54.0567,Hotel Bender
1037,camargo,MX,81.5,clear sky,27.6667,-105.1667,Hotel Santa Fe
1038,kimbe,PG,75.27,light rain,-5.5502,150.1429,Kimbe Bay Hotel
1040,sena madureira,BR,76.37,overcast clouds,-9.0656,-68.6569,Hotel Central
1045,kanlagay,PH,81.72,overcast clouds,5.8757,121.2915,
1046,obo,CF,77.11,overcast clouds,5.3998,26.4869,
1048,zhanaozen,KZ,74.91,scattered clouds,43.3,52.8,K.korabay 28A
1054,manggar,ID,79.32,scattered clouds,-2.8833,108.2667,Guest Hotel
1055,koumac,NC,76.37,overcast clouds,-20.5667,164.2833,Le Monitel
1056,arrecife,ES,73.4,few clouds,28.963,-13.5477,Hotel Lancelot
1057,quatre cocos,MU,80.01,scattered clouds,-20.2078,57.7625,Emeraude Beach Attitude Hotel
1058,umm kaddadah,SD,81.28,clear sky,13.6017,26.6876,
1063,san vicente,AR,87.98,scattered clouds,-26.6167,-54.1333,Complejo Turístico Farelluk
1066,koindu,GN,88.9,broken clouds,8.4386,-10.3253,
1068,mogok,MM,72.52,scattered clouds,22.9167,96.5,MOGOK HILL HOTEL
1069,tadine,NC,77.99,overcast clouds,-21.55,167.8833,
1071,alappuzha,IN,81.64,clear sky,9.49,76.3264,Panoramic Sea Resort
1074,teknaf,BD,76.8,few clouds,20.8624,92.3058,Forestry Guesthouse
1076,shahganj,IN,82.4,haze,26.05,82.6833,Sher-E-Panjab family restaurant and Dhaba
1081,tual,ID,82.89,overcast clouds,-5.6667,132.75,Grand Vilia Hotel
1083,komatipoort,ZA,72.0,clear sky,-25.4332,31.9548,Kruger View Backpackers
1085,mitu,CO,73.58,overcast clouds,1.1983,-70.1733,
1091,asosa,ET,75.87,scattered clouds,10.0667,34.5333,Blendana Hotel Assosa
1092,les cayes,HT,79.63,overcast clouds,18.2,-73.75,Villa Orphee
1093,ntoum,GA,84.2,moderate rain,0.3833,9.7833,Hôtel Santa Barbara
1096,davila,PH,76.93,few clouds,18.4726,120.5763,Blue Ridge Beach Resort
1099,santo amaro da imperatriz,BR,87.8,clear sky,-27.6881,-48.7786,BBS Comércio de Produtos Agropecuários.
1101,mochicahui,MX,75.2,scattered clouds,25.9333,-108.9333,Abarrotes alcantar
1103,port moresby,PG,75.2,scattered clouds,-9.4431,147.1797,Lamana Hotel
1108,malindi,KE,82.4,scattered clouds,-3.2175,40.1191,African House Resort
1111,yangambi,CD,75.49,broken clouds,0.8102,24.4336,
1116,pamanukan,ID,78.55,broken clouds,-6.2842,107.8106,Paris Day Hotel Pamanukan
1117,charagua,BO,86.0,broken clouds,-19.8,-63.2167,Residencial Luismar
1119,maxixe,MZ,80.01,few clouds,-23.8597,35.3472,Oceano
1120,praia,CV,78.8,few clouds,14.9215,-23.5087,LT Aparthotel
1128,kapoeta,SS,88.9,broken clouds,4.7717,33.5903,Eastgate Hotel
1132,mindelo,CV,77.0,few clouds,16.8901,-24.9804,Hotel Gaudi
1133,beira,MZ,78.8,few clouds,-19.8436,34.8389,Beira Terrace Hotel
1140,manokwari,ID,77.99,moderate rain,-0.8667,134.0833,Swiss Belhotel Manokwari
1148,katobu,ID,74.61,overcast clouds,-4.9408,122.5276,La Ode Husein
1151,balykshi,KZ,75.2,dust,47.0667,51.8667,Гостиница Golden Rose
1152,monrovia,LR,89.6,broken clouds,6.3005,-10.7969,Sunset Inn
1159,satipo,PE,86.22,overcast clouds,-11.2522,-74.6386,Hotel Mayros
1160,benguela,AO,82.2,light rain,-12.5763,13.4055,Hotel Praia Morena
1168,jawhar,SO,81.18,broken clouds,2.7809,45.5005,cosoble spare parts
1171,martin,US,86.0,scattered clouds,27.0837,-80.4164,
1173,itaituba,BR,86.0,light rain,-4.2761,-55.9836,Hotel Campos
1175,lima,PE,77.0,clear sky,-12.0432,-77.0282,Gran Hotel Bolivar Lima
1179,rajapur,IN,86.23,clear sky,25.3833,81.15,B.K. Computer & Janseva Kendra
1180,cerrito,CO,80.6,scattered clouds,6.8432,-72.694,Yariseth juliana
1182,utinga,BR,86.0,broken clouds,-5.8172,-35.3954,Espaço de Lazer Érica Fernandes
1186,sape,BR,78.8,broken clouds,-7.0964,-35.2328,Caserna
1187,basoko,CD,76.37,light rain,1.2391,23.616,Flat Hotel La Benediction
1188,luangwa,ZM,70.77,clear sky,-15.6167,30.4167,Gerasimos Safari Lodge
1194,el espinal,MX,84.88,broken clouds,16.3333,-94.0667,
1196,mundargi,IN,88.07,scattered clouds,15.2167,75.9,Ashok Hotel Lodge Mundaragi
1199,iranduba,BR,86.0,light rain,-3.2847,-60.1861,Evolução Ecolodge
1201,praya,CV,78.8,few clouds,14.9215,-23.5087,LT Aparthotel
1202,camocim,BR,85.39,broken clouds,-2.9022,-40.8411,Hotel Ilha do Amor
1205,calvinia,ZA,74.46,broken clouds,-31.4707,19.776,Die Lemoenhuis
1206,kupang,ID,76.68,clear sky,-10.1667,123.5833,Hotel On The Rock by Prasanthi
1209,mansa,IN,77.32,few clouds,29.9833,75.3833,STARiHOTEL Mansa
1210,zarand,IR,70.61,overcast clouds,30.8127,56.56399999999999,فروشگاه لوازم یدکی پراید و تیبا برادران رجبی
1211,guarapari,BR,82.0,clear sky,-20.6667,-40.4975,Hotel Porto do Sol
1213,muscat,OM,84.2,clear sky,23.6139,58.5922,Mutrah Hotel
1216,sur,OM,81.59,clear sky,22.5667,59.5289,Sur Plaza Hotel
1217,huejuquilla el alto,MX,79.25,few clouds,22.6,-103.8667,Hotel Huexuquillan
1219,acarau,BR,85.1,broken clouds,-2.8856,-40.12,castelo pizzaria
1220,beroroha,MG,80.2,broken clouds,-21.6667,45.1667,
1225,meybod,IR,77.0,scattered clouds,32.2501,54.0166,Traditional Hotel Restaurant Haji Malek
1226,san blas,MX,82.4,clear sky,21.5167,-105.2667,Hotel Posada del Rey
1228,chitaga,CO,80.6,scattered clouds,7.1378,-72.6646,Hotel El Parque
1230,wahiawa,US,72.0,scattered clouds,21.5028,-158.0236,Aloha Wahiawa
1231,vaitape,PF,81.88,overcast clouds,-16.5167,-151.75,Conrad Bora Bora Nui
1232,itaocara,BR,80.47,clear sky,-21.6692,-42.0761,Hotel Jothouris
1239,thaton,MM,80.11,scattered clouds,16.9206,97.3714,Tain Pyar Guest House
1241,champerico,GT,87.8,broken clouds,14.3,-91.9167,"Hotel y restaurante ""El Diamante"""
1243,sadiqabad,PK,85.1,scattered clouds,28.3062,70.1307,MIDWAY HOTEL & RESTAURANT
1247,pizarro,CO,81.75,light rain,4.9533,-77.366,Hotel Limonar
1248,ahuimanu,US,71.6,broken clouds,21.4447,-157.8378,Paradise Bay Resort
1255,srivaikuntam,IN,82.58,clear sky,8.6167,77.9333,Gokulam
1258,canarana,BR,82.98,light rain,-11.6847,-41.7689,Hotel
1261,bulungu,CD,74.97,light rain,-4.55,18.6,
1262,maputo,MZ,78.01,clear sky,-25.9653,32.5892,Pestana Rovuma
1264,mamallapuram,IN,82.4,few clouds,12.6264,80.1722,Radisson Blu Resort Temple Bay Mamallapuram
1266,inirida,CO,72.27,overcast clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
1268,mampong,GH,85.53,overcast clouds,7.0627,-1.4001,Adom Upscale Hotel
1270,mitsamiouli,KM,81.88,moderate rain,-11.3847,43.2844,Foyer ADM
1271,guasdualito,VE,80.6,overcast clouds,7.2424,-70.7324,Hotel Cuibas
1274,prachuap khiri khan,TH,73.09,clear sky,12.2167,99.75,สมบัติยาย
1275,mocoa,CO,81.43,broken clouds,1.1493,-76.6466,selvamorena
1278,tagusao,PH,78.91,broken clouds,9.1924,117.8141,Toledo
1279,owando,CG,77.9,broken clouds,-0.4819,15.8999,Exaunel Hotel Owando
1280,booue,GA,79.27,overcast clouds,-0.0921,11.9385,Splendeur de l'équateur
1282,silva jardim,BR,84.2,clear sky,-22.6508,-42.3917,Pousada Ipuca
1285,paracuru,BR,84.0,overcast clouds,-3.41,-39.0306,Hotel Vento Brasil
1286,bauchi,NG,88.5,broken clouds,10.5,10.0,
1290,boende,CD,77.23,overcast clouds,-0.2167,20.8667,
1293,salvador,SV,89.6,broken clouds,13.8333,-88.9167,Chico's Ranch
1294,rafaela,AR,73.99,overcast clouds,-31.2503,-61.4867,Parra Hotel & Suites
1297,raga,SS,85.17,overcast clouds,8.4596,25.678,
1301,miandrivazo,MG,80.35,overcast clouds,-19.5167,45.4667,Hôtel Arc En Ciel Miandrivazo
1303,sao jose da coroa grande,BR,80.49,overcast clouds,-8.8978,-35.1478,Crôa Mares Hotel
1308,tondano,ID,73.4,scattered clouds,1.3038,124.9112,Villa Bella
1311,skowhegan,US,75.99,scattered clouds,44.7651,-69.7192,Kyes Motel
1312,ilo,PE,71.6,broken clouds,-17.6394,-71.3375,Torreblanca Hotel
1313,chimbote,PE,74.03,overcast clouds,-9.0853,-78.5783,Hotel Viera Chimbote
1315,buritizeiro,BR,86.63,clear sky,-17.3511,-44.9622,Santos Palace Hotel
1319,paraiso,CR,80.6,clear sky,9.8383,-83.8656,Rinconcito Verde
1323,sambava,MG,77.41,light rain,-14.2667,50.1667,Melrose
1324,conde,BR,78.8,light rain,-7.2597,-34.9075,Pousada Beija Flor
1332,nicoya,CR,86.0,broken clouds,10.1483,-85.45200000000001,Guayacan Real
1336,muisne,EC,84.2,scattered clouds,0.6,-80.0333,Quinta Samay
1338,abu dhabi,AE,86.0,clear sky,24.4667,54.3667,Ramee Garden Hotel Apartments
1339,lufilufi,WS,71.6,light rain,-13.8745,-171.5986,Leuaina Beach Resort and Spa
1341,illapel,CL,72.97,few clouds,-31.6308,-71.1653,Hotel Londres
1344,gharo,PK,82.4,clear sky,24.7424,67.5856,Fotis Lodge
1346,gorontalo,ID,75.47,overcast clouds,0.5412,123.0595,Maqna Hotel by Prasanthi
1348,banyuwangi,ID,75.31,few clouds,-8.2325,114.3576,Hotel Blambangan
1357,popondetta,PG,72.09,light rain,-8.7537,148.2534,Timos Transit House
1360,springbok,ZA,74.62,clear sky,-29.6643,17.8865,Undulata Country Lodge
1361,boyolangu,ID,75.9,broken clouds,-8.1181,111.8935,Yos ega cv
1362,mawlaik,MM,80.22,broken clouds,23.6333,94.4167,AKZ Guest House
1364,mwandiga,TZ,75.2,light rain,-4.83,29.6581,One Point
1366,porto velho,BR,86.0,broken clouds,-8.7619,-63.9039,Hotel Central
1368,saravena,CO,71.8,overcast clouds,6.9538,-71.8752,Hotel Diamante Saravena
1369,nokaneng,BW,72.36,clear sky,-19.6667,22.2667,
1370,adre,TD,83.21,scattered clouds,13.4667,22.2,
1371,latung,PH,83.01,overcast clouds,5.5,120.8833,
1372,manuk mangkaw,PH,83.34,overcast clouds,4.8,119.85,
1374,nalut,LY,74.64,scattered clouds,30.3333,10.85,
1375,jatiroto,ID,75.43,moderate rain,-7.8833,111.1167,Mushola Al Huda
1376,kisangani,CD,87.8,broken clouds,0.5167,25.2,Grand Ramela Hotel
1380,kandrian,PG,76.14,moderate rain,-6.2167,149.55,Kandrian Station
1387,metro,ID,75.83,overcast clouds,-5.1131,105.3067,OYO 3177 Wisma Lintang
1389,lima duarte,BR,77.0,clear sky,-21.8425,-43.7931,Lima Duarte MG
1396,tapes,BR,82.58,overcast clouds,-30.6733,-51.3958,Cabanas Camping Union
1398,kumbo,CM,70.25,overcast clouds,6.2,10.6667,Western Inn Resort
1399,qingyuan,CN,73.99,light rain,23.7,113.0333,Guojin Commercial Hotel
1401,anloga,GH,86.0,few clouds,5.7947,0.8973,Pin Drop Hotel
1405,bucerias,MX,80.6,clear sky,20.75,-105.3333,Villa del Palmar Flamingos Beach Resort & Spa Riviera Nayarit
1407,ejido,VE,75.87,overcast clouds,8.5514,-71.2375,Bora Bora Nails & Spa C.A.
1408,ojinaga,MX,77.0,clear sky,29.5667,-104.4167,Suites Las Palmas
1412,quang ngai,VN,74.19,scattered clouds,15.1167,108.8,Central Hotel
1417,socorro,US,73.0,clear sky,31.6546,-106.3033,guarderia imss papalote
1418,samdari,IN,85.62,clear sky,25.8167,72.5833,Karnoba Ki Dhani
1419,qiongshan,CN,73.4,scattered clouds,20.0058,110.3542,Sun City Restaurant
1422,elizabeth city,US,75.99,clear sky,36.2946,-76.2511,Hampton Inn Elizabeth City
1425,achalpur,IN,87.22,broken clouds,21.2572,77.5086,Aashiyana Building
1426,point pedro,LK,82.56,clear sky,9.8167,80.2333,Gtr homes
1429,quelimane,MZ,77.0,light rain,-17.8786,36.8883,Hotel Flamingo
1431,jacqueville,CI,86.0,few clouds,5.2052,-4.4146,Hotel Le Martin Pecheur
1433,gigmoto,PH,76.75,overcast clouds,13.7796,124.39,Cj's Travellers Inn
1434,santiago,CL,71.01,few clouds,-33.4569,-70.6483,Che Lagarto Hostel Santiago
1435,pathein,MM,78.24,clear sky,16.7833,94.7333,New Pammawaddy Hotel
1437,bundaberg,AU,70.0,few clouds,-24.85,152.35,Takalvan Motel
1446,brazzaville,CG,89.6,few clouds,-4.2658,15.2832,Hotel Murex
1447,itacoatiara,BR,84.81,broken clouds,-3.1431,-58.4442,BBB Rooms Centro Itacoatiara AM
1448,san agustin,MX,80.6,clear sky,20.5333,-103.4667,Motel Garden
1456,sun city west,US,86.0,clear sky,33.662,-112.3413,
1459,boda,CF,80.4,overcast clouds,4.3189,17.4695,
1465,maicao,CO,86.56,overcast clouds,11.3832,-72.2432,Hotel Sancho
1469,iberia,US,80.01,scattered clouds,29.9502,-91.7507,back to back rv park
1473,doha,QA,78.01,clear sky,25.2867,51.5333,Movenpick Hotel Doha
1475,baherden,TM,74.75,clear sky,38.4362,57.4316,
1476,kaduqli,SD,89.13,overcast clouds,11.0167,29.7167,فندق الله جابو
1477,cavalcante,BR,80.64,broken clouds,-13.7975,-47.4583,Pousada Vila dos Ipês
1478,calabozo,VE,85.53,overcast clouds,8.9242,-67.4293,Hotel Giardini
1479,maues,BR,82.71,broken clouds,-3.3836,-57.7186,Hotel Miramar
1481,ko samui,TH,84.13,clear sky,9.5357,99.9357,"The Passage Samui Villas & Resort, Thailand"
1482,dumai,ID,73.9,scattered clouds,1.6833,101.45,Grand Zuri Dumai
1485,makasar,ID,75.2,few clouds,-5.14,119.4221,Hotel Horison Ultima Makassar
1488,takoradi,GH,83.41,overcast clouds,4.8845,-1.7554,Raybow International Hotel
1491,vavatenina,MG,71.47,overcast clouds,-17.4667,49.2,FARA Jean E. et TOMBO Berthine
1493,miraflores,MX,78.8,clear sky,19.2167,-98.8083,Hotel Mansión
1496,ishurdi,BD,79.65,clear sky,24.1333,89.0833,Rafiur Rahman
1499,pasni,PK,79.32,clear sky,25.2631,63.471000000000004,Kashmiri Hotal
1501,katherine,AU,75.2,broken clouds,-14.4667,132.2667,Pine Tree Motel
1507,bangad,PH,78.8,broken clouds,15.5036,121.0275,Golden Rosas Retreat House and Catering Services
1509,zhuhai,CN,73.0,scattered clouds,22.2769,113.5678,Nanyang Seascape Hotel Zhuhai Hotel
1513,ransang,PH,78.13,moderate rain,8.9603,117.5828,Black and Crystal Sand Campsite
1516,palu,ID,75.96,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
1536,prado,BR,81.46,clear sky,-17.3411,-39.2208,INN CORNER RIVER - PRADO - BAHIA - HOUSING AND HOTEL
1537,sangmelima,CM,76.68,overcast clouds,2.9333,11.9833,gamestar hotel
1538,mahajanga,MG,78.8,light rain,-15.7167,46.3167,Restaurant Greedy Coco Lodge Majunga
1544,malpe,IN,80.6,few clouds,13.35,74.7167,Hotel Sri Krishna Residency
1546,ratnagiri,IN,80.69,scattered clouds,16.9833,73.3,Hotel Landmark
1547,honolulu,US,71.6,scattered clouds,21.3069,-157.8583,Aston at the Executive Centre Hotel
1550,mounana,GA,84.2,light rain,-1.4085,13.1586,
1553,buluang,PH,74.12,overcast clouds,13.3068,123.3425,Enon Beach Resort
1554,khurai,IN,88.48,broken clouds,24.0436,78.3319,Shehnai Garden Hotel & Restaurant Khurai
1556,ibia,BR,80.01,clear sky,-19.4783,-46.5389,Hotel Triângulo
1559,mlonggo,ID,80.55,broken clouds,-6.5333,110.7,Asia Metal Art
1560,finschhafen,PG,79.07,overcast clouds,-6.6024,147.8681,Cossam Guest House
1562,ridgecrest,US,75.99,clear sky,35.6225,-117.6709,SpringHill Suites by Marriott Ridgecrest
1563,mirpur sakro,PK,82.4,clear sky,24.5474,67.6277,Ali muhammad’s house
1566,puerto colombia,CO,89.6,scattered clouds,10.9878,-74.9547,Hotel El Emigrante
1571,basi,IN,82.4,haze,26.8333,76.0333,Aloriya Farm House
1579,bogale,MM,81.16,clear sky,16.2833,95.4,Aung Pin Lel Guest House
1583,mananjary,MG,76.62,overcast clouds,-21.2167,48.3333,Vahiny Lodge
1584,pointe-noire,CG,84.2,few clouds,-4.7761,11.8635,Kactus Lodge
1585,jagtial,IN,80.55,broken clouds,18.8,78.9333,Somulaxmni water plant
1590,auki,SB,76.3,moderate rain,-8.7676,160.7034,Auki Motel
1591,areia branca,BR,86.0,scattered clouds,-4.9561,-37.1369,Areia Branca Apart Hotel
1595,paka,MY,80.6,scattered clouds,4.6374,103.4368,RUMBIA RESORT VILLA
1596,sarakhs,IR,73.4,clear sky,36.5449,61.1577,مهمان سرای شرکت گاز
1597,conceicao do mato dentro,BR,77.9,clear sky,-19.0372,-43.425,Hotel Vista Inn
1600,itoman,JP,71.6,scattered clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
1601,tungawan,PH,77.88,overcast clouds,7.5081,122.3711,
1602,japura,ID,73.06,broken clouds,-0.3167,102.35,Rumah mbah Jamah
1605,thul,PK,82.4,haze,28.2403,68.7759,Noonari Hotel and Cold Drink
1609,nieuw amsterdam,SR,86.0,scattered clouds,5.8833,-55.0833,Hotel Stardust
1611,tambilil,PH,78.67,overcast clouds,5.9622,124.6697,Wilfredo Sotto Home
1612,yurimaguas,PE,84.2,light rain,-5.9,-76.0833,Rio Huallaga Hotel & Business Center
1613,ubauro,PK,85.06,broken clouds,28.1652,69.7289,Khosa Hotel Ubauro
1614,santa fe,AR,82.02,broken clouds,-31.6333,-60.7,Conquistador Hotel
1617,torrington,US,70.0,clear sky,41.8007,-73.1212,The Yankee Pedlar Inn
1619,clinton,US,71.01,broken clouds,42.586999999999996,-82.9199,Hampton Inn Detroit/Roseville
1622,cotonou,BJ,86.0,scattered clouds,6.3654,2.4183,Novotel Cotonou Orisha
1624,rurrenabaque,BO,86.0,broken clouds,-14.4413,-67.5278,Casa de Campo
1628,hukuntsi,BW,76.51,clear sky,-24.0,21.75,Entabeni Hotel
1629,mahalapye,BW,74.14,clear sky,-23.1041,26.8142,Keeme-Nao Hotel
1632,puerto ayacucho,VE,77.0,overcast clouds,5.6639,-67.6236,Posada Turistica Manapiare
1637,kaka,TM,70.72,broken clouds,37.3482,59.6143,
1638,kattivakkam,IN,82.4,few clouds,13.2167,80.3167,Raj's villa
1641,valdosta,US,75.2,overcast clouds,30.8327,-83.2785,Courtyard by Marriott Valdosta
1642,palasa,IN,76.69,broken clouds,18.7667,84.4167,Balaji tifen & meals veg & non veg hotel
1643,caraballeda,VE,77.0,light rain,10.6112,-66.8522,Hotel 15 Letras
1644,kindu,CD,71.87,light rain,-2.95,25.95,Résidence Okanda
1648,balkanabat,TM,78.57,clear sky,39.5108,54.3671,Nebitchi Hotel
1649,ranong,TH,78.3,clear sky,9.9658,98.6348,Tinidee Hotel@Ranong
1651,kotdwara,IN,75.52,clear sky,29.75,78.5333,hotel gaurav plaza
1653,puerto narino,CO,82.4,broken clouds,-3.7703,-70.3831,Eware Refugio Amazonico
1655,sonoita,MX,86.0,clear sky,31.85,-112.8333,Hotel Nora
1657,lazaro cardenas,MX,83.17,clear sky,17.9583,-102.2,Hotel Quinta Antigua
1658,torres,BR,80.38,few clouds,-29.3353,-49.7269,Farol Hotel
1660,buenos aires,AR,70.0,light intensity drizzle,-34.6132,-58.3772,Hotel NH Buenos Aires City
1665,bilaspur,IN,88.0,broken clouds,22.0833,82.15,Hotel East Park
1668,powell,US,77.0,clear sky,40.1578,-83.0752,The Brig
1670,lasem,ID,78.08,broken clouds,-6.6922,111.4527,"Nyah Lasem | Museum, Guest House & Community Center"
1671,amahai,ID,76.55,overcast clouds,-3.3333,128.9167,HOTEL ISABELA
1675,ternate,ID,81.19,overcast clouds,0.8,127.4,Grand Dafam Bela Ternate
1679,ambon,ID,79.65,overcast clouds,-3.6954,128.1814,Swiss-Belhotel Ambon
1681,dutlwe,BW,75.7,clear sky,-23.9833,23.9,
1682,limon,CR,80.6,broken clouds,10.0,-83.0333,Hotel Playa Bonita
1684,shelburne,CA,72.0,clear sky,44.0787,-80.2041,The Retreat at the Farm
1687,concordia,AR,71.6,broken clouds,-31.393,-58.0209,Palmar Hotel Casino
1688,aflao,TG,86.0,few clouds,6.1160000000000005,1.1914,Hotel LeBenin
1692,road town,VG,82.4,scattered clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
1695,madingou,CG,73.31,overcast clouds,-4.1536,13.55,HOTEL KIM ELISA
1703,dong hoi,VN,75.38,few clouds,17.4833,106.6,Nam Long Hotel
1712,madimba,TZ,77.29,light rain,-10.4,40.3333,
1713,upata,VE,79.0,overcast clouds,8.0086,-62.3989,Posada Villa Nela
