City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Meulaboh,ID,2021-04-08 01:58:43,4.1363,96.1285,79.54,81,59,3.2
295,Half Moon Bay,US,2021-04-08 01:58:44,37.4636,-122.4286,55.4,76,90,11.5
296,Port Lincoln,AU,2021-04-08 01:58:44,-34.7333,135.8667,81.63,30,99,14.03
297,Kenai,US,2021-04-08 01:58:45,60.5544,-151.2583,28.0,63,90,12.66
298,Airai,TL,2021-04-08 01:58:45,-8.9266,125.4092,69.39,77,100,1.92
299,Longyearbyen,SJ,2021-04-08 01:58:46,78.2186,15.6401,23.0,86,90,16.11
300,Basco,PH,2021-04-08 01:58:46,20.4487,121.9702,73.96,73,100,14.29
301,Kolosovka,RU,2021-04-08 01:58:46,56.4678,73.611,29.03,93,19,3.27
302,Cabo San Lucas,MX,2021-04-08 01:58:47,22.8909,-109.9124,84.2,26,40,11.5
303,Skjervoy,NO,2021-04-08 01:58:47,70.0311,20.9714,32.9,67,100,13.42
304,Whitecourt,CA,2021-04-08 01:58:48,54.1502,-115.6855,44.6,45,75,10.36
305,Polunochnoye,RU,2021-04-08 01:58:48,60.8697,60.4153,32.32,99,100,2.3
306,Mitsamiouli,KM,2021-04-08 01:58:48,-11.3847,43.2844,81.0,75,7,7.43
307,Esperance,AU,2021-04-08 01:58:49,-33.8667,121.9,62.6,100,40,6.91
308,Ahuimanu,US,2021-04-08 01:58:49,21.4447,-157.8378,73.4,73,40,20.71
309,Clyde River,CA,2021-04-08 01:55:34,70.4692,-68.5914,8.6,92,90,4.61
310,Charters Towers,AU,2021-04-08 01:58:50,-20.1,146.2667,86.99,38,68,6.53
311,Eagle Pass,US,2021-04-08 01:58:50,28.7091,-100.4995,79.0,16,0,7.23
312,Coihaique,CL,2021-04-08 01:58:50,-45.5752,-72.0662,50.0,66,75,3.44
313,Nome,US,2021-04-08 01:58:51,64.5011,-165.4064,5.0,61,1,20.71
314,Aykhal,RU,2021-04-08 01:56:47,66.0,111.5,17.42,89,100,12.33
315,Bochil,MX,2021-04-08 01:58:51,16.9833,-92.9167,86.0,37,90,11.5
316,Wajima,JP,2021-04-08 01:58:52,37.4,136.9,51.8,54,75,6.91
317,Pryazha,RU,2021-04-08 01:58:52,61.6926,33.6216,32.0,100,100,4.47
318,Vila Franca Do Campo,PT,2021-04-08 01:58:52,37.7167,-25.4333,60.8,82,75,21.85
319,Trelew,AR,2021-04-08 01:57:13,-43.249,-65.3051,65.62,40,1,8.03
320,Khromtau,KZ,2021-04-08 01:58:53,50.2503,58.4347,31.23,92,30,6.93
321,Sao Jose Da Coroa Grande,BR,2021-04-08 01:58:53,-8.8978,-35.1478,78.3,79,100,7.9
322,Sitio Novo Do Tocantins,BR,2021-04-08 01:58:54,-5.5183,-47.4611,76.51,73,100,3.11
323,Sitka,US,2021-04-08 01:58:54,57.0531,-135.33,39.2,56,75,9.22
324,Quatre Cocos,MU,2021-04-08 01:58:55,-20.2078,57.7625,79.0,88,75,9.22
325,Kalabo,ZM,2021-04-08 01:58:55,-14.97,22.6814,63.25,68,26,5.86
326,Suhbaatar,MN,2021-04-08 01:58:55,50.2314,106.2078,52.93,28,83,5.88
327,Port Keats,AU,2021-04-08 01:58:56,-14.25,129.55,89.8,54,98,6.96
328,Sakakah,SA,2021-04-08 01:58:56,29.9697,40.2064,71.6,24,0,6.91
329,Poum,NC,2021-04-08 01:58:57,-20.2333,164.0167,80.13,75,82,23.6
330,Bousso,TD,2021-04-08 01:58:57,10.4795,16.7117,85.6,14,79,4.81
331,Maanas,PH,2021-04-08 01:58:57,8.8939,125.0308,82.0,84,99,3.0
332,Corn Island,NI,2021-04-08 01:58:58,12.1694,-83.0418,80.85,79,82,14.74
333,Klaksvik,FO,2021-04-08 01:58:58,62.2266,-6.589,35.6,100,90,18.41
334,Todos Santos,MX,2021-04-08 01:58:59,23.45,-110.2167,69.01,84,6,1.01
335,Alice Springs,AU,2021-04-08 01:58:59,-23.7,133.8833,84.2,23,0,9.22
336,Bose,IT,2021-04-08 01:58:59,45.4612,8.0137,39.0,38,0,4.56
337,Bartica,GY,2021-04-08 01:59:00,6.4,-58.6167,77.0,94,20,4.61
338,Buckeye,US,2021-04-08 01:59:00,33.3703,-112.5838,87.01,13,0,8.05
339,Aitape,PG,2021-04-08 01:59:01,-3.1374,142.3475,79.39,83,100,1.79
340,Bertoua,CM,2021-04-08 01:59:01,4.5833,13.6833,73.08,71,95,2.64
341,Jaru,BR,2021-04-08 01:59:02,-10.4389,-62.4664,74.26,93,100,0.6
342,Mwinilunga,ZM,2021-04-08 01:59:02,-11.7358,24.4293,59.47,96,100,3.58
343,Olafsvik,IS,2021-04-08 01:59:02,64.8945,-23.7142,27.9,73,100,41.85
344,La Maddalena,IT,2021-04-08 01:59:03,41.2142,9.4083,35.6,100,0,3.44
345,Morant Bay,JM,2021-04-08 01:59:03,17.8815,-76.4093,78.8,83,75,11.5
346,Labuhan,ID,2021-04-08 01:59:04,-6.8844,112.2051,83.25,76,100,11.41
347,Vilkaviskis,LT,2021-04-08 01:59:04,54.6517,23.0322,32.32,95,99,14.85
348,Vryburg,ZA,2021-04-08 01:59:04,-26.9566,24.7284,59.54,80,9,4.85
349,Dauphin,CA,2021-04-08 01:59:05,51.1494,-100.0502,57.2,30,1,17.27
350,Udachnyy,RU,2021-04-08 01:59:05,66.4167,112.4,18.09,89,100,13.51
351,Husavik,IS,2021-04-08 01:59:06,66.0449,-17.3389,23.0,80,90,16.11
352,Enterprise,US,2021-04-08 01:59:06,36.0252,-115.2419,84.2,5,75,8.05
353,Lavrentiya,RU,2021-04-08 01:59:07,65.5833,-171.0,-0.54,74,24,4.97
354,Nemuro,JP,2021-04-08 01:59:07,43.3236,145.575,46.4,46,20,10.36
355,Guaraniacu,BR,2021-04-08 01:59:07,-25.1008,-52.8781,62.91,74,43,4.88
356,Falmouth,GB,2021-04-08 01:59:08,50.1544,-5.0711,42.8,70,90,4.61
357,Ribeira Grande,PT,2021-04-08 01:59:08,38.5167,-28.7,60.4,90,52,22.19
358,Campos Novos,BR,2021-04-08 01:59:09,-27.4017,-51.225,57.67,91,41,7.99
359,Ketchikan,US,2021-04-08 01:59:09,55.3422,-131.6461,39.2,81,75,8.05
360,Saint-Denis,FR,2021-04-08 01:59:10,48.9167,2.3333,42.01,70,90,2.3
361,Linden,GY,2021-04-08 01:59:10,6.0,-58.3,77.0,94,20,4.61
362,La Ronge,CA,2021-04-08 01:59:11,55.1001,-105.2842,50.0,40,100,12.66
363,Faanui,PF,2021-04-08 01:59:11,-16.4833,-151.75,81.64,66,55,12.64
364,High Level,CA,2021-04-08 01:59:11,58.5169,-117.136,28.4,86,90,14.97
365,Uglekamensk,RU,2021-04-08 01:59:12,43.2172,133.2303,38.97,21,27,11.03
366,Vardo,NO,2021-04-08 01:59:12,70.3705,31.1107,32.58,73,76,2.08
367,Knysna,ZA,2021-04-08 01:59:12,-34.0363,23.0471,59.0,94,90,2.3
368,Shirokiy,RU,2021-04-08 01:59:13,49.758,129.523,34.68,38,20,15.46
369,Hispania,CO,2021-04-08 01:59:13,5.7993,-75.9072,60.8,100,90,2.3
370,Milverton,CA,2021-04-08 01:59:14,43.5668,-80.9164,54.0,55,92,5.99
371,Alcudia,ES,2021-04-08 01:59:14,39.8532,3.1214,41.0,74,2,1.99
372,Usinsk,RU,2021-04-08 01:59:14,65.9939,57.5281,28.9,94,99,6.4
373,Sept-Iles,CA,2021-04-08 01:59:15,50.2001,-66.3821,43.0,75,75,5.97
374,Verkhnyaya Inta,RU,2021-04-08 01:59:15,65.9811,60.3094,28.09,86,84,7.0
375,Kaduqli,SD,2021-04-08 01:59:16,11.0167,29.7167,80.62,10,13,6.98
376,Abu Samrah,SY,2021-04-08 01:59:16,35.3029,37.1841,60.96,37,99,5.95
377,Tuatapere,NZ,2021-04-08 01:59:16,-46.1333,167.6833,66.99,59,17,1.01
378,Tshikapa,CD,2021-04-08 01:59:17,-6.4167,20.8,69.37,96,100,2.26
379,Ushtobe,KZ,2021-04-08 01:59:17,45.2514,77.9838,50.38,68,42,8.28
380,Ozinki,RU,2021-04-08 01:59:18,51.1786,49.6769,39.81,83,98,12.95
381,Manyana,BW,2021-04-08 01:59:18,-23.4,21.7167,61.12,66,5,6.62
382,Kilindoni,TZ,2021-04-08 01:59:18,-7.9139,39.6668,78.67,80,94,10.89
383,Naifaru,MV,2021-04-08 01:59:19,5.4444,73.3657,82.44,72,29,8.7
384,Xining,CN,2021-04-08 01:59:19,36.6167,101.7667,45.12,61,24,0.63
385,Kamaishi,JP,2021-04-08 01:59:20,39.2667,141.8833,51.8,25,40,13.8
386,Nyurba,RU,2021-04-08 01:59:20,63.2842,118.3319,27.99,97,100,5.21
387,Kholmogory,RU,2021-04-08 01:59:20,64.2229,41.656,39.2,81,40,8.95
388,Dicabisagan,PH,2021-04-08 01:59:21,17.0818,122.4157,80.8,64,46,5.57
389,Zhengjiatun,CN,2021-04-08 01:59:21,43.5064,123.5064,48.72,13,0,8.7
390,Dioknisi,GE,2021-04-08 01:59:21,41.6293,42.3917,60.8,51,0,8.05
391,Saint-Georges,GD,2021-04-08 01:59:22,12.0564,-61.7485,78.8,89,75,8.05
392,Harper,LR,2021-04-08 01:59:22,4.375,-7.7169,79.38,87,43,5.39
393,Huancabamba,PE,2021-04-08 01:59:23,-5.2386,-79.4506,59.59,95,100,4.03
394,Lincoln,US,2021-04-08 01:59:23,40.8,-96.667,46.0,93,100,5.01
395,Ati,TD,2021-04-08 01:59:23,13.2154,18.3353,83.28,14,96,12.5
396,Rawson,AR,2021-04-08 01:59:06,-43.3002,-65.1023,65.03,46,0,9.19
397,Shache,CN,2021-04-08 01:59:24,38.4167,77.2406,47.55,65,100,3.15
398,Bull Savanna,JM,2021-04-08 01:59:24,17.8868,-77.5902,74.62,84,67,4.34
399,Huanren,CN,2021-04-08 01:59:25,41.2647,125.3667,49.84,22,0,8.61
400,Saint George,US,2021-04-08 01:59:25,37.1041,-113.5841,78.8,7,1,10.36
401,Kambam,ID,2021-04-08 01:59:26,5.2505,96.8629,79.92,78,100,2.53
402,Comodoro Rivadavia,AR,2021-04-08 01:59:26,-45.8667,-67.5,62.6,45,0,18.41
403,Meadow Lake,US,2021-04-08 01:59:26,34.8014,-106.5436,68.0,6,40,16.11
404,San Quintin,MX,2021-04-08 01:59:27,30.4833,-115.95,62.92,75,8,12.62
405,Mocuba,MZ,2021-04-08 01:59:27,-16.8392,36.9856,66.42,96,76,3.85
406,Gat,IL,2021-04-08 01:55:04,31.61,34.7642,61.0,48,6,5.59
407,Ryotsu,JP,2021-04-08 01:59:28,38.0833,138.4333,51.8,46,20,6.91
408,Piquete,BR,2021-04-08 01:59:28,-22.6136,-45.1761,68.0,77,75,4.61
409,Alexandria,EG,2021-04-08 01:59:28,31.2156,29.9553,60.8,82,20,4.61
410,Mancio Lima,BR,2021-04-08 01:59:29,-7.6142,-72.8958,73.44,99,100,2.75
411,Kavaratti,IN,2021-04-08 01:59:29,10.5669,72.642,83.03,73,65,9.78
412,Namibe,AO,2021-04-08 01:59:30,-15.1961,12.1522,78.37,82,72,5.57
413,Tucuma,BR,2021-04-08 01:59:30,-0.1833,-50.05,75.79,91,100,4.81
414,Namatanai,PG,2021-04-08 01:59:30,-3.6667,152.4333,77.65,92,100,15.48
415,Severobaykalsk,RU,2021-04-08 01:59:31,55.65,109.3167,32.47,86,100,1.86
416,Neryungri,RU,2021-04-08 01:59:31,56.6709,124.6491,21.24,84,84,5.46
417,Yerkoy,TR,2021-04-08 01:59:32,39.6381,34.4672,51.15,51,41,3.36
418,Visina,RO,2021-04-08 01:59:32,44.5833,25.3333,39.0,100,0,4.61
419,Saint-Hyacinthe,CA,2021-04-08 01:59:32,45.6168,-72.9491,48.99,81,79,7.4
420,Werda,BW,2021-04-08 01:59:33,-25.2667,23.2833,64.56,54,5,5.66
421,Kampene,CD,2021-04-08 01:59:10,-3.6,26.6667,68.54,99,100,1.32
422,Hofn,IS,2021-04-08 01:59:34,64.2539,-15.2082,26.56,69,100,18.41
423,Hamilton,US,2021-04-08 01:59:34,39.1834,-84.5333,73.4,53,1,4.61
424,Tukrah,LY,2021-04-08 01:59:34,32.5341,20.5791,57.9,49,100,4.85
425,Tessalit,ML,2021-04-08 01:59:35,20.1986,1.0114,78.19,12,100,8.61
426,Kaoma,ZM,2021-04-08 01:59:35,-14.7833,24.8,58.17,90,10,5.21
427,Sahuaripa,MX,2021-04-08 01:59:36,29.05,-109.2333,79.72,10,27,4.52
428,Antalaha,MG,2021-04-08 01:59:36,-14.9003,50.2788,73.69,92,100,6.76
429,Erenhot,CN,2021-04-08 01:59:36,43.6475,111.9767,47.61,31,0,10.96
430,Ola,RU,2021-04-08 01:59:37,59.5833,151.2833,21.94,64,3,4.76
431,Berlevag,NO,2021-04-08 01:59:37,70.8578,29.0864,27.79,77,35,11.27
432,Bengkulu,ID,2021-04-08 01:59:38,-3.8004,102.2655,80.51,73,71,4.12
433,Bhayavadar,IN,2021-04-08 01:59:38,21.85,70.25,76.44,70,0,4.97
434,Lagos,NG,2021-04-08 01:59:38,6.5833,3.75,79.21,89,76,3.67
435,Eydhafushi,MV,2021-04-08 01:59:39,5.1033,73.0708,82.31,73,49,7.07
436,Opuwo,NA,2021-04-08 01:59:39,-18.0607,13.84,68.97,59,11,5.79
437,Sechura,PE,2021-04-08 01:59:40,-5.5569,-80.8222,75.27,68,99,16.6
438,Conceicao Do Araguaia,BR,2021-04-08 01:59:40,-8.2578,-49.2647,74.7,90,56,1.86
439,Deputatskiy,RU,2021-04-08 01:59:41,69.3,139.9,-0.26,89,73,2.91
440,Gornopravdinsk,RU,2021-04-08 01:59:41,60.05,69.9,33.28,90,100,3.76
441,Ambilobe,MG,2021-04-08 01:59:42,-13.2,49.05,71.64,96,63,3.74
442,El Alto,PE,2021-04-08 01:59:42,-4.2714,-81.2147,71.53,76,99,12.03
443,Sisimiut,GL,2021-04-08 01:59:43,66.9395,-53.6735,28.71,63,100,13.82
444,Galle,LK,2021-04-08 01:59:43,6.0367,80.217,78.01,78,12,3.78
445,Sabang,ID,2021-04-08 01:59:43,5.8933,95.3214,82.24,73,98,9.95
446,Bilibino,RU,2021-04-08 01:59:44,68.0546,166.4372,2.05,75,51,2.15
447,Bubaque,GW,2021-04-08 01:59:44,11.2833,-15.8333,77.05,77,15,11.54
448,Kinkala,CG,2021-04-08 01:59:44,-4.3614,14.7644,77.0,94,100,2.3
449,Te Anau,NZ,2021-04-08 01:59:45,-45.4167,167.7167,64.44,45,4,2.86
450,Taoudenni,ML,2021-04-08 01:59:43,22.6783,-3.9836,80.85,15,0,10.54
451,Benguela,AO,2021-04-08 01:59:45,-12.5763,13.4055,79.57,85,56,3.18
452,Turukhansk,RU,2021-04-08 01:59:46,65.8167,87.9833,31.06,97,100,4.32
453,Borisovka,RU,2021-04-08 01:59:46,50.6236,35.9903,35.6,87,75,13.42
454,Dwarka,IN,2021-04-08 01:59:46,22.2394,68.9678,79.61,66,0,13.04
455,Urengoy,RU,2021-04-08 01:59:47,65.9667,78.3667,12.54,93,35,6.76
456,Grand Gaube,MU,2021-04-08 01:59:47,-20.0064,57.6608,79.0,74,97,5.01
457,Kanigiri,IN,2021-04-08 01:59:48,15.4,79.5167,78.39,64,8,5.82
458,Kyshtovka,RU,2021-04-08 01:59:48,56.555,76.6271,32.27,96,100,5.1
459,Pacific Grove,US,2021-04-08 01:59:48,36.6177,-121.9166,55.0,78,95,1.99
460,Talalayivka,UA,2021-04-08 01:59:49,50.9578,31.9209,30.74,82,86,10.74
461,Codrington,AU,2021-04-08 01:59:49,-38.2667,141.9667,77.41,30,100,12.3
462,Asau,RO,2021-04-08 01:59:50,46.4333,26.4,33.8,69,12,2.3
463,Voskresenskoye,RU,2021-04-08 01:59:50,56.8381,45.4317,36.39,90,100,15.66
464,Camacha,PT,2021-04-08 01:59:51,33.0833,-16.3333,64.4,88,40,5.75
465,Honiara,SB,2021-04-08 01:59:51,-9.4333,159.95,82.42,79,100,8.59
466,Filadelfia,US,2021-04-08 01:55:26,39.9523,-75.1638,60.8,51,40,8.05
467,Verkhnevilyuysk,RU,2021-04-08 01:59:51,63.4453,120.3167,23.81,95,100,9.57
468,Shelbyville,US,2021-04-08 01:59:30,35.4834,-86.4603,71.6,60,90,4.61
469,Avera,US,2021-04-08 01:59:52,33.194,-82.5271,69.8,52,1,3.44
470,Rio Gallegos,AR,2021-04-08 01:59:53,-51.6226,-69.2181,51.8,62,75,4.61
471,Inhambane,MZ,2021-04-08 01:59:53,-23.865,35.3833,71.13,85,8,4.52
472,Noshiro,JP,2021-04-08 01:59:54,40.2039,140.0242,44.6,45,75,13.8
473,Skelleftea,SE,2021-04-08 01:59:54,64.7507,20.9528,26.6,68,14,5.75
474,Erdenet,MN,2021-04-08 01:58:05,49.0333,104.0833,47.8,25,13,3.85
475,Prince George,CA,2021-04-08 01:59:55,53.9166,-122.753,43.0,45,20,11.5
476,Port Hedland,AU,2021-04-08 01:59:55,-20.3167,118.5667,89.6,51,6,10.36
477,Haines Junction,CA,2021-04-08 01:59:55,60.7522,-137.5108,23.0,23,55,6.91
478,Ternate,ID,2021-04-08 01:59:56,0.8,127.4,84.36,69,51,1.7
479,Kharan,PK,2021-04-08 01:59:57,28.5833,65.4167,68.29,12,0,3.33
480,La Bruyere,BE,2021-04-08 01:59:57,50.3948,4.6144,32.0,69,0,6.91
481,Van Wert,US,2021-04-08 01:59:57,40.8695,-84.5841,69.01,49,40,5.75
482,Batagay,RU,2021-04-08 01:59:58,67.6333,134.6333,3.94,82,67,1.1
483,Taft,IR,2021-04-08 01:59:58,31.7471,54.2088,57.2,23,3,4.61
484,Coolum Beach,AU,2021-04-08 01:59:59,-26.5333,153.1,81.0,78,19,9.28
485,Mersing,MY,2021-04-08 01:59:59,2.4312,103.8405,80.6,83,20,5.75
486,Flinders,AU,2021-04-08 02:00:00,-34.5833,150.8552,80.01,57,40,5.75
487,Griffith,US,2021-04-08 01:59:55,41.5284,-87.4237,72.0,56,1,11.5
488,Sharan,RU,2021-04-08 02:00:00,54.8167,54.0,31.55,98,80,4.41
489,Vao,NC,2021-04-08 02:00:01,-22.6667,167.4833,76.35,76,51,17.11
490,Ambala,IN,2021-04-08 02:00:01,30.3783,76.7808,72.12,24,0,7.63
491,Conceicao Da Barra,BR,2021-04-08 02:00:02,-18.5933,-39.7322,71.8,89,100,7.27
492,Carbonia,IT,2021-04-08 02:00:02,39.1672,8.5222,39.99,93,0,6.91
493,Baykit,RU,2021-04-08 02:00:04,61.67,96.37,32.9,87,97,5.3
494,Riverbank,US,2021-04-08 02:00:06,37.736,-120.9355,69.8,26,77,12.66
495,Selenduma,RU,2021-04-08 02:00:08,50.9131,106.2406,50.67,29,53,2.62
496,Mount Gambier,AU,2021-04-08 02:00:09,-37.8333,140.7667,69.8,52,100,10.36
497,Hohoe,GH,2021-04-08 02:00:10,7.1518,0.4736,76.17,91,87,4.59
498,Bonavista,CA,2021-04-08 02:00:11,48.6499,-53.1147,39.99,100,90,3.44
499,Yomou,GN,2021-04-08 02:00:11,7.5603,-9.2653,71.28,98,100,2.93
500,Kudahuvadhoo,MV,2021-04-08 02:00:12,2.6708,72.8944,81.93,70,28,6.93
501,Chekalin,RU,2021-04-08 02:00:13,54.0969,36.245,33.8,100,100,8.95
502,Nhulunbuy,AU,2021-04-08 02:00:13,-12.2333,136.7667,86.0,54,20,6.91
503,Dovolnoye,RU,2021-04-08 02:00:13,54.4958,79.6671,25.86,96,18,5.86
504,Talnakh,RU,2021-04-08 02:00:14,69.4865,88.3972,5.18,94,84,0.98
505,Valparaiso,CL,2021-04-08 02:00:15,-33.0393,-71.6273,61.0,76,30,9.13
506,Zaozerne,UA,2021-04-08 02:00:15,45.1582,33.2787,43.0,61,99,11.74
507,Muroto,JP,2021-04-08 02:00:16,33.2833,134.15,64.4,34,75,2.3
508,Birin,NP,2021-04-08 02:00:16,26.8865,88.0718,68.23,38,0,5.03
509,Dom Pedrito,BR,2021-04-08 01:57:37,-30.9828,-54.6731,65.5,70,0,7.92
510,Parambu,BR,2021-04-08 02:00:17,-6.2111,-40.6944,70.36,73,95,1.41
511,Livingston,GB,2021-04-08 02:00:18,55.9029,-3.5226,39.0,81,75,8.05
512,Ambon,ID,2021-04-08 02:00:18,-3.6954,128.1814,89.6,66,20,5.75
513,Cockburn Town,TC,2021-04-08 02:00:19,21.4612,-71.1419,73.54,65,100,16.15
514,Ishinomaki,JP,2021-04-08 02:00:19,38.4167,141.3,57.2,18,20,14.97
515,Ballina,AU,2021-04-08 02:00:20,-28.8667,153.5667,71.6,88,90,11.5
516,Miles City,US,2021-04-08 02:00:20,46.4083,-105.8406,62.6,25,1,5.75
517,Doha,QA,2021-04-08 01:57:55,25.2867,51.5333,73.4,33,0,4.61
518,High Rock,BS,2021-04-08 02:00:21,26.6208,-78.2833,68.0,52,0,2.3
519,Krasnoarmeysk,RU,2021-04-08 02:00:22,51.0239,45.6969,38.34,81,0,11.61
520,Qasigiannguit,GL,2021-04-08 02:00:22,68.8193,-51.1922,17.6,62,75,2.3
521,Constitucion,CL,2021-04-08 02:00:23,-35.3333,-72.4167,54.72,85,43,6.82
522,Semnan,IR,2021-04-08 02:00:24,35.5729,53.3971,62.24,24,100,2.44
523,Funadhoo,MV,2021-04-08 02:00:24,6.15,73.2667,82.13,75,14,8.14
524,Honavar,IN,2021-04-08 02:00:25,14.2833,74.45,82.26,76,10,4.61
525,Anapskaya,RU,2021-04-08 02:00:25,44.89,37.38,50.0,81,64,4.47
526,Manaus,BR,2021-04-08 02:00:20,-3.1019,-60.025,80.6,89,0,4.61
527,Petropavlovsk-Kamchatskiy,RU,2021-04-08 02:00:26,53.0452,158.6483,35.6,55,20,6.71
528,Quelimane,MZ,2021-04-08 02:00:27,-17.8786,36.8883,75.2,88,20,5.75
529,Dori,BF,2021-04-08 02:00:27,14.0354,-0.0345,82.87,8,7,10.07
530,Kindu,CD,2021-04-08 02:00:28,-2.95,25.95,70.03,99,100,1.43
531,Malaya Vishera,RU,2021-04-08 02:00:28,58.8454,32.2222,29.1,96,100,4.03
532,Saint Anthony,US,2021-04-08 02:00:29,45.0205,-93.218,64.4,82,20,10.36
533,Windhoek,NA,2021-04-08 02:00:30,-22.5594,17.0832,61.0,88,0,6.91
534,Jumla,NP,2021-04-08 02:00:30,29.2747,82.1838,51.58,51,1,2.55
535,Grand-Santi,GF,2021-04-08 02:00:31,4.25,-54.3833,71.44,99,100,1.86
536,Broome,US,2021-04-08 02:00:31,42.2506,-75.833,57.2,44,1,5.75
537,Isangel,VU,2021-04-08 02:00:32,-19.55,169.2667,86.0,70,40,11.5
538,San Vicente,AR,2021-04-08 02:00:33,-26.6167,-54.1333,65.05,69,0,4.47
539,Moerai,PF,2021-04-08 02:00:33,-22.4333,-151.3333,78.46,71,85,14.38
540,Maldonado,UY,2021-04-08 01:56:26,-34.6667,-54.9167,69.8,83,0,6.91
541,Solnechnyy,RU,2021-04-08 02:00:34,50.7214,136.6319,28.58,87,100,8.86
542,Bejar,ES,2021-04-08 01:59:01,40.3864,-5.7634,55.0,66,100,4.0
543,Shimoda,JP,2021-04-08 02:00:35,34.6667,138.95,59.0,72,75,13.8
544,Morondava,MG,2021-04-08 02:00:36,-20.2833,44.2833,74.88,82,11,5.3
545,Muros,ES,2021-04-08 02:00:36,42.7762,-9.0603,50.0,79,100,1.99
546,Tahlequah,US,2021-04-08 02:00:37,35.9154,-94.97,54.0,58,90,14.97
