,City,Country,Lat,Lon,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,biltine,TD,14.5333,20.9167,91.69,4,48,13.51,scattered clouds
348,matadi,CD,-5.8167,13.45,76.82,89,100,2.01,overcast clouds
349,rocha,UY,-34.4833,-54.3333,66.0,99,100,7.31,moderate rain
350,broome,US,42.2506,-75.833,70.0,63,1,9.22,clear sky
351,fairbanks,US,64.8378,-147.7164,-7.01,64,1,6.91,clear sky
352,fare,PF,-16.7,-151.0167,81.48,72,89,11.34,overcast clouds
353,manta,EC,-0.95,-80.7333,84.2,70,40,9.22,scattered clouds
354,acapulco,MX,16.8634,-99.8901,82.4,69,1,10.36,clear sky
355,concarneau,FR,47.875,-3.9225,50.0,71,90,5.75,overcast clouds
356,walla walla,US,46.0646,-118.343,51.01,46,40,24.16,scattered clouds
357,pedernales,DO,18.0384,-71.744,82.13,59,42,6.55,scattered clouds
358,cleveland,US,41.4995,-81.6954,78.8,36,1,10.36,clear sky
359,the valley,AI,18.217,-63.0578,84.2,50,20,10.36,few clouds
360,hofn,IS,64.2539,-15.2082,33.44,40,0,5.39,clear sky
361,cairns,AU,-16.9167,145.7667,77.0,94,90,3.89,overcast clouds
362,gold coast,AU,-28.0,153.4333,70.0,88,14,2.3,few clouds
363,grand gaube,MU,-20.0064,57.6608,80.01,75,99,5.01,overcast clouds
364,montmagny,FR,48.9734,2.3469,55.0,94,75,10.36,light rain
365,galesong,ID,-5.3166,119.3661,75.2,100,20,2.3,few clouds
366,east wenatchee bench,US,47.4257,-120.2812,42.01,52,90,11.5,overcast clouds
367,plettenberg bay,ZA,-34.0527,23.3716,62.02,92,100,3.53,overcast clouds
368,buala,SB,-8.145,159.5921,78.69,83,99,4.7,light rain
369,saint-pierre,RE,-21.3393,55.4781,80.6,69,90,3.44,light rain
370,kahului,US,20.8947,-156.47,66.2,88,20,7.07,few clouds
371,isangel,VU,-19.55,169.2667,77.94,90,100,15.14,overcast clouds
372,tulun,RU,54.5611,100.5792,23.58,89,100,4.76,overcast clouds
373,dunedin,NZ,-45.8742,170.5036,57.7,74,100,4.72,overcast clouds
374,gat,IL,31.61,34.7642,59.0,57,22,1.99,few clouds
375,yar-sale,RU,66.8333,70.8333,30.09,92,64,12.06,broken clouds
376,lorengau,PG,-2.0226,147.2712,80.29,81,100,15.39,moderate rain
377,riyadh,SA,24.6877,46.7219,95.0,9,40,6.91,scattered clouds
378,mariental,NA,-24.6333,17.9667,82.02,20,0,7.76,clear sky
379,baker city,US,44.7749,-117.8344,46.4,31,1,20.71,clear sky
380,mount pleasant,US,32.7941,-79.8626,78.01,69,75,13.8,broken clouds
381,general pico,AR,-35.6566,-63.7568,53.06,92,100,22.32,overcast clouds
382,tres arroyos,AR,-38.3739,-60.2798,63.54,71,99,8.68,light rain
383,bubaque,GW,11.2833,-15.8333,77.74,71,5,12.66,clear sky
384,phan thiet,VN,10.9333,108.1,77.54,82,68,10.85,broken clouds
385,riwaka,NZ,-41.0833,173.0,63.0,97,69,2.64,broken clouds
386,careiro da varzea,BR,-3.2003,-59.8119,86.0,70,40,4.61,light rain
387,vila franca do campo,PT,37.7167,-25.4333,62.6,94,75,10.36,broken clouds
388,saint-joseph,RE,-21.3667,55.6167,80.6,69,90,3.44,light rain
389,grindavik,IS,63.8424,-22.4338,32.0,93,90,14.97,light snow
390,namie,JP,37.4833,141.0,36.0,93,4,5.06,clear sky
391,odweyne,SO,9.4092,45.064,82.18,27,15,9.42,few clouds
392,svarstad,NO,59.399,9.9698,45.0,36,62,1.01,broken clouds
393,la ronge,CA,55.1001,-105.2842,35.6,60,100,10.36,overcast clouds
394,whitehorse,CA,60.7161,-135.0538,-2.0,65,90,12.66,snow
395,arroyo,ES,41.6096,-4.7969,59.0,87,75,13.8,moderate rain
396,camacha,PT,33.0833,-16.3333,68.0,77,40,11.5,scattered clouds
397,narsaq,GL,60.9167,-46.05,44.6,53,20,8.05,few clouds
398,brandon,US,27.9378,-82.2859,88.0,51,75,13.8,broken clouds
399,kolyvan,RU,55.3053,82.7391,35.6,60,0,2.24,clear sky
400,totness,SR,5.8833,-56.3167,82.69,70,75,7.43,broken clouds
401,meulaboh,ID,4.1363,96.1285,78.42,86,95,1.92,overcast clouds
402,ormara,PK,25.2088,64.6357,80.31,71,0,14.45,clear sky
403,hami,CN,42.8,93.45,57.43,34,42,8.68,scattered clouds
404,diourbel,SN,14.6628,-16.3925,107.6,20,0,6.91,clear sky
405,sao borja,BR,-28.6606,-56.0044,91.51,36,35,14.79,scattered clouds
406,altay,CN,47.8667,88.1167,38.14,39,0,8.39,clear sky
407,anchorage,US,61.2181,-149.9003,6.8,43,75,4.61,broken clouds
408,develi,TR,38.3906,35.4922,32.0,100,90,4.18,snow
409,mackay,AU,-21.15,149.2,71.6,100,14,4.61,few clouds
410,inuvik,CA,68.3499,-133.7218,-14.8,64,100,3.44,overcast clouds
411,havre-saint-pierre,CA,50.2334,-63.5986,39.2,35,20,16.11,few clouds
412,marsa matruh,EG,31.3525,27.2453,57.2,47,0,16.11,clear sky
413,brae,GB,60.3964,-1.353,35.6,75,75,8.05,broken clouds
414,kuusamo,FI,65.9667,29.1833,32.0,51,0,11.5,clear sky
415,vargem alta,BR,-20.6714,-41.0069,77.65,52,14,3.87,few clouds
416,gorin,RU,51.1983,136.6669,33.55,76,42,5.99,scattered clouds
417,bud,US,39.447,-86.1758,62.01,92,99,15.64,moderate rain
418,north bend,US,43.4065,-124.2243,48.99,76,90,12.66,overcast clouds
419,yei,SS,4.095,30.6779,68.61,93,100,1.19,light rain
420,guerrero negro,MX,27.9769,-114.0611,65.03,64,74,13.51,broken clouds
421,dawei,MM,14.0833,98.2,77.94,88,39,2.44,scattered clouds
422,kormilovka,RU,55.0026,74.1028,37.4,65,100,2.24,overcast clouds
423,tautira,PF,-17.7333,-149.15,78.8,73,75,12.08,light rain
424,ancud,CL,-41.8697,-73.8203,57.99,82,75,9.22,broken clouds
425,camalu,MX,30.85,-116.0667,63.0,52,30,5.01,scattered clouds
426,cedar city,US,37.6775,-113.0619,64.99,12,1,5.39,clear sky
427,mizdah,LY,31.4451,12.9801,66.85,31,89,18.34,overcast clouds
428,tahe,CN,52.3333,124.7333,24.49,75,36,6.13,scattered clouds
429,hongjiang,CN,27.11,109.9956,55.72,97,100,1.57,light rain
430,rawson,AR,-43.3002,-65.1023,67.46,40,4,17.87,clear sky
431,miramar,US,25.9873,-80.2323,84.0,57,75,17.27,broken clouds
432,umm lajj,SA,25.0213,37.2685,72.77,49,0,16.67,clear sky
433,bar harbor,US,44.3876,-68.2039,59.0,62,1,6.91,clear sky
434,bilgoraj,PL,50.5411,22.722,59.0,44,34,10.56,scattered clouds
435,grand baie,MU,-20.0182,57.5802,80.01,75,100,5.01,overcast clouds
436,gorodishche,RU,48.8045,44.4744,48.2,81,75,11.18,broken clouds
437,moirang,IN,24.5,93.7667,68.23,62,62,3.58,broken clouds
438,biloela,AU,-24.4167,150.5,68.09,70,41,2.57,scattered clouds
439,farrukhnagar,IN,17.0778,78.2011,82.99,65,17,5.75,few clouds
440,tiarei,PF,-17.5333,-149.3333,78.8,73,75,11.7,broken clouds
441,liwale,TZ,-9.7667,37.9333,69.33,96,96,3.29,light rain
442,asyut,EG,27.181,31.1837,66.2,39,0,19.57,clear sky
443,marawi,PH,7.9986,124.2928,77.0,90,100,5.01,overcast clouds
444,matara,LK,5.9485,80.5353,78.24,82,9,0.56,clear sky
445,kichera,RU,55.9375,110.0997,9.34,79,14,7.36,few clouds
446,haines junction,CA,60.7522,-137.5108,-4.0,41,89,8.05,overcast clouds
447,westport,US,41.1415,-73.3579,66.0,63,75,8.05,broken clouds
448,masuguru,TZ,-11.3667,38.4167,73.09,93,100,3.0,light rain
449,kayes,ML,14.0,-11.0,105.67,8,5,3.13,clear sky
450,genhe,CN,50.7833,121.5167,29.26,67,4,2.93,clear sky
451,kargasok,RU,59.0556,80.8572,30.63,91,40,6.08,scattered clouds
452,hambantota,LK,6.1241,81.1185,80.76,72,5,3.24,clear sky
453,sakakah,SA,29.9697,40.2064,68.0,22,0,10.27,clear sky
454,pilar do sul,BR,-23.8131,-47.7164,78.42,43,0,4.79,clear sky
455,sturgeon falls,CA,46.3646,-79.9326,66.2,55,75,11.5,broken clouds
456,shingu,JP,33.7333,135.9833,47.35,83,57,6.31,broken clouds
457,labuhan,ID,-6.8844,112.2051,78.98,86,87,4.09,moderate rain
458,hovd,MN,48.0056,91.6419,32.56,60,100,2.68,overcast clouds
459,port-cartier,CA,50.0334,-66.8654,43.0,41,20,10.36,few clouds
460,alta floresta,BR,-9.8756,-56.0861,91.4,52,75,9.22,broken clouds
461,roma,US,43.2128,-75.4557,73.99,49,1,4.61,clear sky
462,rio gallegos,AR,-51.6226,-69.2181,66.2,34,40,11.5,scattered clouds
463,talnakh,RU,69.4865,88.3972,31.71,98,100,8.75,snow
464,mocuba,MZ,-16.8392,36.9856,70.81,96,97,3.15,overcast clouds
465,thunder bay,CA,48.4001,-89.3168,50.0,71,90,10.36,overcast clouds
466,zarichne,UA,51.8126,26.129,49.71,62,19,7.76,few clouds
467,dedougou,BF,12.4667,-3.4667,105.73,4,0,9.8,clear sky
468,katsuura,JP,35.1333,140.3,50.0,66,20,8.05,few clouds
469,mana,GF,5.6592,-53.7767,83.1,69,47,6.42,scattered clouds
470,mehamn,NO,71.0357,27.8492,27.81,77,93,16.71,overcast clouds
471,ilulissat,GL,69.2167,-51.1,21.2,86,90,6.91,overcast clouds
472,bambous virieux,MU,-20.3428,57.7575,80.01,78,40,11.5,scattered clouds
473,myitkyina,MM,25.3833,97.4,72.61,64,44,3.04,scattered clouds
474,camopi,GF,3.1655,-52.3158,79.75,90,92,4.09,light rain
475,matehuala,MX,23.65,-100.65,82.08,19,0,1.43,clear sky
476,dukat,RU,62.55,155.55,-9.92,99,100,5.32,overcast clouds
477,abonnema,NG,4.7084,6.7931,89.6,62,20,12.66,few clouds
478,aransas pass,US,27.9095,-97.15,78.01,50,75,20.71,broken clouds
479,richards bay,ZA,-28.783,32.0377,72.57,81,3,10.02,clear sky
480,praia da vitoria,PT,38.7333,-27.0667,60.8,94,75,17.78,broken clouds
481,severobaykalsk,RU,55.65,109.3167,8.73,80,26,8.23,scattered clouds
482,san lazaro,BZ,18.0387,-88.6622,91.0,70,20,16.11,few clouds
483,avera,US,33.194,-82.5271,73.4,78,1,11.5,clear sky
484,pangai,TO,-19.8,-174.35,76.73,81,87,7.31,light rain
485,malinyi,TZ,-8.9333,36.1333,71.98,93,93,2.06,light rain
486,buchanan,LR,5.8808,-10.0467,89.6,66,75,9.22,broken clouds
487,batemans bay,AU,-35.7167,150.1833,52.0,85,0,1.01,clear sky
488,mareeba,AU,-17.0,145.4333,77.0,94,90,0.78,overcast clouds
489,rassvet,RU,46.8333,40.75,43.25,87,100,6.06,light rain
490,manyana,BW,-23.4,21.7167,75.38,30,1,7.11,clear sky
491,lerwick,GB,60.1545,-1.1494,35.6,75,75,8.05,broken clouds
492,afogados da ingazeira,BR,-7.7508,-37.6392,88.52,36,84,9.04,broken clouds
493,ketchikan,US,55.3422,-131.6461,33.8,100,75,5.75,broken clouds
494,half moon bay,US,37.4636,-122.4286,57.99,76,1,9.22,haze
495,samarinda,ID,-0.5,117.15,73.47,96,82,1.03,broken clouds
496,neiafu,TO,-18.65,-173.9833,71.6,94,75,0.11,broken clouds
497,cambridge,CA,43.3601,-80.3127,72.0,56,1,8.05,clear sky
498,kailua,US,21.4022,-157.7394,71.6,60,75,5.75,broken clouds
499,moron,AR,-34.6534,-58.6198,70.0,98,100,1.99,light rain
500,villa sandino,NI,12.0483,-84.9936,87.8,58,40,7.02,scattered clouds
501,muros,ES,42.7762,-9.0603,59.0,81,99,7.18,overcast clouds
502,energeticheskiy,KZ,43.4278,77.0222,51.8,58,20,4.47,smoke
503,garhi khairo,PK,28.0606,67.9803,89.98,7,52,4.41,broken clouds
504,brainerd,US,46.358,-94.2008,44.6,65,90,12.66,overcast clouds
505,pasir gudang,MY,1.4584,103.8805,82.4,78,75,4.61,broken clouds
506,pochutla,MX,15.7432,-96.4661,87.01,58,1,11.5,clear sky
507,san cristobal,VE,7.7669,-72.225,84.2,54,40,23.02,scattered clouds
508,ostrov,RU,57.3439,28.3537,39.2,81,0,6.71,clear sky
509,fort morgan,US,40.2503,-103.8,53.6,22,1,4.61,clear sky
510,brownwood,US,31.7093,-98.9912,66.2,24,1,15.05,clear sky
511,zhuanghe,CN,39.7008,122.9911,46.99,89,51,1.01,broken clouds
512,iralaya,HN,15.0,-83.2333,86.0,74,75,2.3,broken clouds
513,uarini,BR,-2.99,-65.1083,87.8,74,40,3.44,scattered clouds
514,marystown,CA,47.1666,-55.1483,40.96,70,80,9.89,broken clouds
515,lata,PT,40.1629,-8.3327,61.0,94,40,3.44,scattered clouds
516,ust-maya,RU,60.4167,134.5333,20.53,94,100,8.63,light snow
517,egvekinot,RU,66.3167,-179.1667,-5.42,83,100,11.83,overcast clouds
518,asfi,MA,32.2994,-9.2372,64.87,69,9,14.63,clear sky
519,sao miguel do iguacu,BR,-25.3481,-54.2378,91.4,33,0,14.97,clear sky
520,cabo rojo,PR,18.0866,-67.1457,82.99,59,63,4.0,broken clouds
521,irtyshskiy,RU,58.3333,68.1333,38.01,97,100,8.39,overcast clouds
522,arkansas city,US,37.062,-97.0384,60.01,55,40,9.22,scattered clouds
523,solnechnyy,RU,50.7214,136.6319,37.26,63,40,7.74,scattered clouds
524,rupert,US,42.6191,-113.6772,57.2,21,1,24.16,clear sky
525,chapais,CA,49.7834,-74.8492,60.8,55,20,9.22,few clouds
526,vung tau,VN,10.346,107.0843,81.23,80,75,22.3,broken clouds
527,bagratashen,AM,41.2436,44.8174,51.8,87,75,12.66,light rain
528,ukiah,US,39.1502,-123.2078,54.0,58,1,4.68,clear sky
529,mantua,IT,45.1667,10.7833,57.0,50,75,2.3,broken clouds
530,cherdyn,RU,60.403,56.4787,32.67,97,100,2.75,overcast clouds
531,kampot,KH,10.6167,104.1833,78.8,89,40,1.14,scattered clouds
532,lokachi,UA,50.737,24.6494,49.14,64,24,8.75,few clouds
533,tabalosos,PE,-6.35,-76.6833,71.6,100,90,5.75,mist
534,kamennogorsk,RU,60.9545,29.1339,36.0,76,16,3.0,few clouds
535,goderich,CA,43.7501,-81.7165,64.4,59,98,5.75,overcast clouds
536,goure,NE,13.9835,10.2704,100.0,5,100,9.64,overcast clouds
537,robat karim,IR,35.4846,51.0829,73.4,27,40,9.93,scattered clouds
538,pangkalanbuun,ID,-2.6833,111.6167,75.4,95,55,0.45,light rain
539,hauterive,FR,46.0901,3.4459,59.0,51,40,16.11,scattered clouds
540,bahia honda,CU,22.9036,-83.1592,87.22,53,60,14.34,broken clouds
541,robertsport,LR,6.7533,-11.3686,83.08,76,100,8.3,overcast clouds
542,ortigueira,BR,-24.2083,-50.9494,82.33,31,4,2.91,clear sky
543,cabra,ES,37.4725,-4.4421,69.01,82,40,10.36,scattered clouds
544,brightwater,NZ,-41.3833,173.1167,63.0,96,85,1.99,overcast clouds
545,carlagan,PH,14.975,122.0456,78.73,78,40,14.81,scattered clouds
546,hay river,CA,60.8156,-115.7999,-2.2,65,92,9.22,overcast clouds
547,biryusinsk,RU,55.9634,97.8235,20.66,92,12,2.3,few clouds
548,xiaoweizhai,CN,26.1903,107.5125,51.8,99,100,2.17,overcast clouds
549,priargunsk,RU,50.3691,119.1012,36.05,37,4,4.43,clear sky
550,pecanha,BR,-18.5486,-42.5569,74.55,56,13,5.37,few clouds
551,portland,US,45.5234,-122.6762,46.4,61,75,13.8,broken clouds
552,alugan,PH,12.2188,125.4808,78.85,81,99,9.69,overcast clouds
553,kuytun,RU,54.3419,101.5036,21.15,85,80,6.98,broken clouds
554,suksun,RU,57.1431,57.3949,36.03,99,100,5.35,overcast clouds
555,barra do garcas,BR,-15.89,-52.2567,89.6,51,40,3.44,scattered clouds
556,macau,MO,22.2006,113.5461,71.6,83,40,18.41,scattered clouds
557,umea,SE,63.8284,20.2597,33.8,93,75,3.44,broken clouds
558,bayan,CN,46.0833,127.4,51.01,41,100,16.04,overcast clouds
559,mangaluru,IN,12.8667,74.8833,80.6,74,20,3.44,few clouds
560,waipawa,NZ,-41.4122,175.5153,66.2,82,75,18.41,broken clouds
561,yeniseysk,RU,58.4497,92.1703,25.14,95,12,2.62,few clouds
562,sola,VU,-13.8833,167.55,78.89,77,100,6.17,overcast clouds
563,salinopolis,BR,-0.6136,-47.3561,84.47,68,37,12.26,scattered clouds
564,aliwal north,ZA,-30.6937,26.7114,71.58,30,24,7.34,few clouds
565,betioky,MG,-23.7167,44.3833,76.95,56,7,7.43,clear sky
566,sechura,PE,-5.5569,-80.8222,79.07,62,83,3.2,broken clouds
567,necochea,AR,-38.5473,-58.7368,64.99,82,99,5.01,overcast clouds
568,yumen,CN,40.2833,97.2,52.48,36,56,10.67,broken clouds
569,twentynine palms,US,34.1356,-116.0542,75.99,13,1,18.41,clear sky
570,aitape,PG,-3.1374,142.3475,77.72,87,100,6.62,overcast clouds
571,mercedes,AR,-34.6515,-59.4307,69.01,99,100,3.0,light rain
572,nemuro,JP,43.3236,145.575,34.41,77,14,7.67,few clouds
573,thinadhoo,MV,0.5333,72.9333,83.61,71,100,12.37,overcast clouds
574,nelson bay,AU,-32.7167,152.15,59.0,76,1,10.36,clear sky
575,guacimo,CR,10.2104,-83.6807,80.6,53,0,5.75,clear sky
576,iwanai,JP,42.9744,140.5089,34.9,85,99,3.22,overcast clouds
577,susanville,US,40.4163,-120.653,59.0,38,1,3.74,clear sky
578,beloha,MG,-25.1667,45.05,73.29,81,4,10.94,clear sky
579,mbinga,TZ,-10.9333,35.0167,69.8,88,75,6.91,broken clouds
580,voiteg,RO,45.4689,21.2392,59.0,33,0,3.44,clear sky
581,panguna,PG,-6.3164,155.4848,68.63,98,100,1.21,light rain
582,mayo,US,38.8876,-76.5119,66.99,100,1,10.36,clear sky
583,weligama,LK,5.9667,80.4167,78.53,80,9,0.69,clear sky
584,leh,IN,34.1667,77.5833,32.4,47,84,4.05,broken clouds
585,hastings,GB,50.8552,0.5729,41.0,92,100,8.01,overcast clouds
586,burnie,AU,-41.0667,145.9167,42.01,82,48,17.0,light rain
587,luan,CH,46.3592,6.9759,55.0,56,100,1.01,overcast clouds
588,kudahuvadhoo,MV,2.6708,72.8944,83.05,73,59,10.2,broken clouds
589,ca mau,VN,9.1769,105.15,81.0,75,7,8.48,clear sky
590,beisfjord,NO,68.3751,17.5988,33.8,86,90,13.8,light snow
591,utete,TZ,-7.986,38.758,74.86,96,100,3.6,light rain
592,oktyabrskoye,RU,43.0645,44.7417,44.6,81,90,8.95,overcast clouds
593,fukue,JP,32.6881,128.8419,57.96,59,3,9.1,clear sky
594,pata,PH,17.7152,121.5018,71.37,87,14,4.07,few clouds
595,boshnyakovo,RU,49.6333,142.1667,31.75,73,10,7.81,clear sky
596,yatou,CN,37.15,122.3833,47.39,87,100,8.05,overcast clouds
597,araouane,ML,18.9048,-3.5265,103.06,6,0,5.46,clear sky
598,miri,MY,4.4148,114.0089,78.8,94,40,5.06,scattered clouds
599,nanakuli,US,21.3906,-158.1547,69.01,72,1,3.44,clear sky
600,bauta,CU,22.9828,-82.5464,86.0,58,40,13.8,scattered clouds
601,eureka,US,40.8021,-124.1637,54.0,68,64,8.01,broken clouds
602,labrea,BR,-7.2586,-64.7981,77.81,91,98,5.06,overcast clouds
603,marsabit,KE,2.3284,37.9899,72.73,58,87,14.05,overcast clouds
604,bako,ET,5.7833,36.5667,69.19,62,97,4.63,overcast clouds
605,scottsbluff,US,41.8666,-103.6672,57.0,26,1,12.66,clear sky
606,petropavlovsk-kamchatskiy,RU,53.0452,158.6483,26.6,80,58,4.47,broken clouds
607,nenjiang,CN,49.1833,125.2167,43.18,37,95,3.96,overcast clouds
608,hit,IQ,33.6416,42.8251,76.08,26,43,7.49,scattered clouds
609,piura,PE,-5.2,-80.6333,83.91,55,80,4.76,broken clouds
610,sandy bay,AU,-42.913,147.3532,44.6,70,75,11.5,light rain
611,bosaso,SO,11.2842,49.1816,80.38,64,0,1.12,clear sky
612,pangody,RU,65.85,74.4859,28.35,94,77,10.0,broken clouds
613,karera,IN,25.4667,78.15,85.28,10,28,5.66,scattered clouds
614,lillooet,CA,50.6856,-121.942,41.0,60,75,6.91,broken clouds
615,carutapera,BR,-1.195,-46.02,83.53,73,36,9.48,light rain
616,ust-nera,RU,64.5667,143.2,-16.67,98,98,8.34,overcast clouds
617,ossora,RU,59.2353,163.0719,2.7,81,96,8.52,overcast clouds
618,kidal,ML,18.4411,1.4078,100.74,5,0,3.94,clear sky
619,nanortalik,GL,60.1432,-45.2371,37.35,90,100,6.85,overcast clouds
620,ambilobe,MG,-13.2,49.05,75.24,89,73,3.02,broken clouds
621,santa cruz do rio pardo,BR,-22.8989,-49.6325,84.7,34,21,4.27,few clouds
622,sanmenxia,CN,34.7747,111.1814,53.78,56,100,7.0,overcast clouds
623,morehead,US,37.2711,-87.1764,66.2,72,75,12.66,broken clouds
624,kinablangan,PH,7.6947,126.5503,77.63,87,76,5.84,broken clouds
625,oyama,JP,36.3,139.8,53.01,81,20,3.44,few clouds
626,tura,IN,25.5198,90.2201,74.91,57,0,8.21,clear sky
627,new philadelphia,US,40.4898,-81.4457,77.0,46,1,6.91,clear sky
628,poum,NC,-20.2333,164.0167,79.07,84,95,12.24,overcast clouds
629,carlsbad,US,33.1581,-117.3506,64.99,72,40,5.03,scattered clouds
630,pimenta bueno,BR,-11.6725,-61.1936,79.23,79,100,3.38,overcast clouds
631,laguna,US,38.421,-121.4238,60.01,62,1,3.44,clear sky
632,comodoro rivadavia,AR,-45.8667,-67.5,60.8,39,0,21.85,clear sky
633,tucuman,AR,-26.8241,-65.2226,69.8,94,90,6.91,light intensity drizzle
634,beringovskiy,RU,63.05,179.3167,5.29,94,100,19.04,light snow
635,pilar,BR,-9.5972,-35.9567,86.0,66,75,14.97,broken clouds
636,tawang,IN,27.5833,91.8667,42.64,90,35,0.63,scattered clouds
637,mabaruma,GY,8.2,-59.7833,82.24,78,98,5.64,overcast clouds
638,noumea,NC,-22.2763,166.4572,78.01,83,90,11.5,light rain
639,bethanien,NA,-26.502,17.1583,84.74,18,0,11.05,clear sky
640,saint-denis,FR,48.9167,2.3333,55.0,94,75,10.36,broken clouds
641,meadow lake,US,34.8014,-106.5436,64.99,17,20,5.01,few clouds
642,kaabong,UG,3.4836,34.1492,75.02,48,91,7.4,overcast clouds
643,marienburg,PL,54.0359,19.0266,44.01,77,100,4.52,overcast clouds
644,cockburn town,TC,21.4612,-71.1419,80.6,47,40,11.5,scattered clouds
645,tomohon,ID,1.3346,124.8392,73.4,94,40,1.14,scattered clouds
646,pangnirtung,CA,66.1451,-65.7125,15.8,86,90,2.42,overcast clouds
647,aleksinac,RS,43.5417,21.7078,60.8,20,0,1.14,clear sky
648,le port,RE,-20.9373,55.2919,79.0,65,75,4.61,light rain
649,kimparana,ML,12.8347,-4.9244,105.35,4,0,10.63,clear sky
650,taos,US,36.4072,-105.5731,54.0,13,1,4.61,clear sky
651,barra patuca,HN,15.8,-84.2833,84.96,66,50,13.89,scattered clouds
652,safaga,EG,26.7292,33.9365,68.0,34,0,18.41,clear sky
653,kemi,FI,65.8596,24.8228,30.2,93,75,10.36,broken clouds
654,tete,MZ,-16.1564,33.5867,82.4,54,40,4.61,scattered clouds
655,cravo norte,CO,6.3017,-70.2041,79.18,72,100,6.44,overcast clouds
656,zeya,RU,53.75,127.2667,17.47,81,24,6.44,few clouds
657,tilichiki,RU,60.4667,166.1,5.02,86,100,13.78,overcast clouds
658,yanam,IN,16.7333,82.2167,76.73,93,11,3.2,few clouds
659,leeuwarden,NL,53.2014,5.8086,41.0,81,90,19.57,light rain
660,maturin,VE,9.75,-63.1767,88.54,50,100,5.61,overcast clouds
661,lodja,CD,-3.4833,23.4333,76.96,73,99,5.12,overcast clouds
662,krasnorechenskiy,RU,44.6265,135.3532,31.14,66,0,2.13,clear sky
663,gualeguay,AR,-33.1416,-59.3097,71.47,96,100,7.29,moderate rain
664,colac,AU,-38.3333,143.5833,43.0,89,79,1.01,light rain
665,marfino,RU,55.7028,37.3822,48.2,42,0,6.71,clear sky
666,anadyr,RU,64.75,177.4833,3.2,72,0,4.47,clear sky
667,pitsunda,GE,43.1592,40.3378,46.4,93,90,2.24,light rain
668,mineral wells,US,32.8085,-98.1128,64.99,32,1,13.8,clear sky
669,zdvinsk,RU,54.7021,78.661,33.82,95,100,7.47,overcast clouds
670,whitianga,NZ,-36.8333,175.7,68.0,99,88,5.01,overcast clouds
671,san juan,AR,-31.5375,-68.5364,57.94,61,100,18.66,overcast clouds
672,sheregesh,RU,52.9209,87.9869,28.78,88,15,5.57,few clouds
673,taoudenni,ML,22.6783,-3.9836,98.96,8,3,11.61,clear sky
674,coruripe,BR,-10.1256,-36.1756,81.59,73,100,11.43,overcast clouds
675,sondrio,IT,46.169,9.8692,52.0,62,100,4.21,overcast clouds
676,sungairaya,ID,0.7,108.9,78.71,83,85,3.67,heavy intensity rain
677,russell,US,32.3502,-85.1999,64.4,94,90,9.22,overcast clouds
678,rio cuarto,AR,-33.1307,-64.3499,64.4,77,40,9.22,scattered clouds
679,kalmunai,LK,7.4167,81.8167,80.8,76,43,5.77,scattered clouds
680,soe,ID,-9.8607,124.284,63.81,86,23,3.18,few clouds
681,sinnamary,GF,5.3833,-52.95,82.45,72,53,5.79,broken clouds
682,lieksa,FI,63.3167,30.0167,30.24,91,99,4.09,light snow
683,aksarka,RU,66.5606,67.7975,31.68,92,99,15.08,overcast clouds
684,birin,NP,26.8865,88.0718,62.85,18,0,6.73,clear sky
685,svetlogorsk,BY,52.6333,29.7333,46.22,58,40,8.7,scattered clouds
686,daru,PG,-9.0763,143.2092,77.56,83,86,3.06,overcast clouds
687,affery,CI,6.315,-3.9603,92.43,48,99,4.25,overcast clouds
688,challans,FR,46.8436,-1.8749,53.6,93,75,9.22,broken clouds
689,dombarovskiy,RU,50.7587,59.5386,30.33,94,49,9.78,scattered clouds
690,kaduna,NG,10.5222,7.4383,99.46,5,70,9.19,broken clouds
691,teya,RU,60.3778,92.6267,8.64,98,36,3.4,scattered clouds
692,mahenge,TZ,-8.6833,36.7167,63.97,94,85,2.73,light rain
693,jumla,NP,29.2747,82.1838,44.11,22,0,5.41,clear sky
694,mazyr,BY,52.0495,29.2456,46.38,57,29,8.25,scattered clouds
695,victor harbor,AU,-35.5667,138.6167,59.0,67,100,4.0,light rain
696,kerema,PG,-7.9631,145.7785,76.26,86,60,3.76,broken clouds
697,kroonstad,ZA,-27.6504,27.2349,70.86,31,0,5.82,clear sky
698,kiama,AU,-34.6833,150.8667,61.0,63,0,7.0,clear sky
699,igatpuri,IN,19.7,73.55,80.24,35,18,2.77,few clouds
700,corumba,BR,-19.0092,-57.6533,87.8,66,75,8.05,broken clouds
701,paita,PE,-5.0892,-81.1144,87.8,58,98,11.5,overcast clouds
702,maniwaki,CA,46.3834,-75.966,69.8,49,85,8.05,overcast clouds
703,zwedru,LR,6.0667,-8.1281,87.4,59,100,4.54,overcast clouds
704,pisco,PE,-13.7,-76.2167,73.99,64,0,9.22,clear sky
705,lithakia,GR,37.7167,20.8333,57.2,58,20,4.61,few clouds
706,yulara,AU,-25.2406,130.9889,64.4,52,0,10.36,clear sky
707,olafsvik,IS,64.8945,-23.7142,37.81,93,100,11.65,overcast clouds
708,vzmorye,RU,54.6961,20.2361,42.8,56,0,4.47,clear sky
709,newbridge,GB,55.9333,-3.4,41.0,56,40,6.91,scattered clouds
710,madras,IN,13.0878,80.2785,82.4,74,20,6.91,few clouds
